Customer_Name,Age,Gender,Visited_With_Family,Room_No,Num_Of_People,Reason_To_Visit,Room_Type,Cleanliness_Rating,Comfort_Rating,Staff_Performance,Facilities_Rating,Location_Rating,Overall_Satisfaction_Score
Palak,69,Female,Yes,204,1,Education,Single Room,3,3,3,2,2,2.6
Ritika,52,Female,No,101,1,Business,Single Room,1,4,2,5,1,2.6
Dinesh,38,Male,Yes,902,1,Education,Single Room,5,3,2,2,4,3.2
Raghav,65,Male,No,706,2,Business,Double Room,4,2,1,2,4,2.6
Kabir,25,Male,No,505,2,Vacation,Double Room,1,1,1,4,2,1.8
Rana,58,Male,No,110,2,Business,Double Room,2,5,1,2,4,2.8
Ananya,32,Female,Yes,1003,3,Education,Double Room,5,3,4,2,1,3
Ramu,36,Male,Yes,102,2,Education,Single Room,5,3,1,5,3,3.4
Shreya,48,Female,Yes,604,2,Business,Single Room,4,4,2,2,5,3.4
Kavita,50,Female,No,303,1,Vacation,Single Room,5,2,3,2,2,2.8
Naina,25,Female,Yes,605,2,Education,Double Room,2,3,4,4,3,3.2
Parvati,54,Female,Yes,202,1,Vacation,Single Room,2,2,5,4,5,3.6
Deepak,19,Male,No,407,3,Vacation,Suite,2,3,1,4,2,2.4
Karthik,51,Male,Yes,303,1,Travel,Single Room,1,2,4,4,3,2.8
Aditya,42,Male,Yes,1005,4,Vacation,Suite,3,4,4,4,5,4
Varun,36,Male,No,607,3,Business,Suite,3,4,4,2,1,2.8
Akash,58,Male,Yes,1001,2,Education,Single Room,2,2,5,4,1,2.8
Arnav,23,Male,Yes,304,1,Business,Single Room,1,5,2,3,3,2.8
Lakshmi,57,Female,Yes,805,3,Travel,Suite,2,4,4,3,5,3.6
Pradeep,20,Male,Yes,1006,3,Business,Suite,2,1,1,4,1,1.8
Naveen,70,Female,No,1005,3,Travel,Suite,2,4,5,2,5,3.6
Sarika,27,Female,No,104,1,Travel,Single Room,1,4,2,3,5,3
Nisha,27,Female,Yes,804,2,Travel,Double Room,1,4,1,1,2,1.8
Harshit,28,Male,No,806,3,Business,Suite,3,5,2,4,5,3.8
Vinod,54,Male,Yes,203,1,Education,Single Room,2,4,4,5,3,3.6
Kabir,28,Male,No,109,2,Education,Double Room,1,5,3,2,5,3.2
Suman,68,Female,No,901,1,Vacation,Single Room,4,5,5,5,3,4.4
Sneha,37,Female,Yes,310,4,Travel,Suite,1,2,2,3,4,2.4
Neha,39,Female,No,805,3,Education,Suite,4,5,4,2,1,3.2
Lakshmi,46,Female,Yes,107,2,Business,Double Room,4,1,5,4,4,3.6
Amit,65,Male,Yes,1006,3,Education,Suite,3,1,4,2,1,2.2
Sameer,66,Male,No,306,2,Vacation,Double Room,2,3,2,1,3,2.2
Puja,48,Female,No,904,2,Vacation,Double Room,4,4,1,4,2,3
Naveen,36,Female,Yes,301,1,Education,Single Room,3,3,1,5,1,2.6
Rachit,38,Male,No,902,1,Travel,Single Room,5,3,5,1,1,3
Suman,53,Female,Yes,206,3,Vacation,Double Room,3,3,2,1,4,2.6
Suman,59,Female,No,1005,3,Education,Suite,5,4,2,3,5,3.8
Manish,59,Male,Yes,802,2,Education,Single Room,2,4,4,3,1,2.8
Pradeep,50,Male,No,106,2,Vacation,Double Room,1,4,1,4,3,2.6
Kavita,34,Female,No,604,1,Education,Single Room,1,3,1,5,4,2.8
Shivani,20,Female,No,402,1,Education,Single Room,4,2,4,1,2,2.6
Tanvi,47,Female,Yes,906,3,Business,Suite,5,4,2,1,5,3.4
Bharat,26,Male,No,905,3,Education,Suite,5,1,4,4,2,3.2
Naveen,53,Female,Yes,105,2,Travel,Single Room,5,3,1,1,4,2.8
Amit,43,Male,Yes,209,3,Education,Suite,1,2,1,1,3,1.6
Dinesh,39,Male,No,905,3,Business,Suite,1,1,1,4,4,2.2
Suman,57,Female,Yes,505,2,Travel,Double Room,4,4,3,5,2,3.6
Anil,18,Male,Yes,506,3,Vacation,Double Room,5,3,2,1,4,3
Naina,30,Female,Yes,805,4,Vacation,Suite,2,3,1,3,5,2.8
Ajay,62,Male,Yes,204,1,Travel,Single Room,1,1,5,4,4,3
Rachit,49,Male,No,202,1,Business,Single Room,5,3,4,3,4,3.8
Meera,65,Female,No,1008,3,Travel,Suite,3,1,4,3,4,3
Sunita,55,Female,No,1005,3,Business,Suite,2,4,2,3,4,3
Gaurav,43,Female,Yes,1002,1,Business,Single Room,4,1,5,5,1,3.2
Sunita,36,Female,No,504,1,Business,Single Room,4,5,2,4,2,3.4
Suman,69,Female,No,104,1,Travel,Single Room,3,1,4,1,2,2.2
Yash,64,Male,Yes,303,2,Travel,Single Room,1,3,4,1,4,2.6
Harish,33,Male,No,703,1,Vacation,Single Room,2,2,3,5,5,3.4
Rohit,56,Female,No,708,3,Business,Suite,3,3,1,3,3,2.6
Varun,28,Male,No,802,1,Vacation,Single Room,4,3,1,3,5,3.2
Ravi,25,Male,Yes,1008,3,Education,Suite,2,3,1,4,5,3
Kavita,61,Female,Yes,1006,3,Business,Suite,2,4,4,5,4,3.8
Nandini,55,Female,No,501,1,Business,Single Room,2,1,3,5,2,2.6
Keshav,51,Male,No,309,3,Vacation,Suite,2,3,5,3,3,3.2
Isha,67,Female,No,106,2,Business,Double Room,5,4,1,2,4,3.2
Siddharth,69,Male,No,805,3,Business,Suite,1,2,3,3,5,2.8
Akhil,61,Male,No,502,1,Travel,Single Room,2,5,1,4,1,2.6
Aarav,69,Male,No,706,2,Education,Double Room,3,1,1,5,3,2.6
Sanjay,53,Male,Yes,1004,3,Education,Double Room,2,3,2,4,3,2.8
Keshav,46,Male,Yes,708,3,Business,Suite,3,4,4,4,1,3.2
Sunita,67,Female,No,503,1,Business,Single Room,2,1,1,5,2,2.2
Neha,33,Female,No,101,1,Education,Single Room,4,4,1,1,2,2.4
Vijay,37,Male,Yes,506,2,Travel,Double Room,4,3,5,3,5,4
Rajesh,24,Male,No,204,1,Vacation,Single Room,4,2,4,5,1,3.2
Vijay,37,Male,Yes,806,3,Vacation,Suite,5,3,1,1,5,3
Aditya,35,Male,Yes,503,2,Vacation,Single Room,3,2,4,4,3,3.2
Ritika,52,Female,Yes,503,2,Business,Single Room,3,1,4,2,4,2.8
Neha,58,Female,Yes,107,3,Education,Double Room,3,3,3,3,1,2.6
Ananya,22,Female,Yes,803,2,Travel,Double Room,2,1,1,2,5,2.2
Harish,44,Male,Yes,209,3,Travel,Suite,3,3,4,4,3,3.4
Sameer,60,Male,No,506,2,Travel,Double Room,3,1,5,3,3,3
Puja,30,Female,Yes,504,1,Education,Single Room,4,2,5,5,5,4.2
Shreya,68,Male,No,503,1,Business,Single Room,2,3,4,5,5,3.8
Parvati,33,Female,Yes,209,4,Travel,Suite,2,5,4,5,2,3.6
Sneha,39,Female,Yes,1005,4,Vacation,Suite,5,3,2,4,4,3.6
Suman,36,Female,No,606,2,Vacation,Double Room,3,5,4,3,3,3.6
Rahul,42,Male,No,102,1,Business,Single Room,1,1,4,3,4,2.6
Meera,58,Female,No,201,1,Business,Single Room,3,1,5,3,5,3.4
Gaurav,45,Female,Yes,906,4,Education,Suite,1,3,1,2,1,1.6
Neha,63,Female,Yes,1008,3,Business,Suite,2,3,3,3,1,2.4
Diya,60,Female,Yes,1003,3,Business,Double Room,4,1,1,3,4,2.6
Ramu,52,Female,No,1001,1,Travel,Single Room,1,2,4,3,5,3
Akhil,36,Male,No,906,3,Vacation,Suite,4,4,4,3,3,3.6
Lalit,21,Male,No,108,2,Vacation,Double Room,4,1,3,1,3,2.4
Karthik,45,Male,Yes,508,3,Vacation,Suite,2,5,1,2,5,3
Anjali,61,Female,No,903,2,Vacation,Double Room,5,2,1,1,5,2.8
Ajay,41,Male,Yes,401,1,Travel,Single Room,3,1,2,5,3,2.8
Kabir,61,Male,Yes,506,3,Travel,Double Room,4,1,3,2,3,2.6
Sameer,64,Male,Yes,208,2,Travel,Double Room,5,4,1,3,2,3
Akhil,31,Male,No,605,2,Business,Double Room,5,1,4,3,4,3.4
Vikas,22,Male,Yes,608,4,Vacation,Suite,4,3,1,1,3,2.4
Siddharth,37,Male,Yes,905,3,Vacation,Suite,3,1,4,5,2,3
Ritika,51,Female,No,404,1,Vacation,Single Room,5,1,3,4,5,3.6
Vivek,62,Male,Yes,507,3,Travel,Suite,2,2,5,4,1,2.8
Rahul,44,Male,Yes,406,2,Business,Double Room,5,4,3,2,1,3
Lakshmi,40,Female,Yes,607,4,Travel,Suite,3,2,1,5,4,3
Manish,52,Male,No,507,3,Travel,Suite,3,3,3,4,5,3.6
Sameer,55,Male,No,506,2,Business,Double Room,2,1,2,4,2,2.2
Arjun,67,Male,No,905,3,Education,Suite,1,3,3,5,4,3.2
Rohit,61,Female,Yes,803,3,Travel,Double Room,4,5,3,2,1,3
Anushka,45,Female,Yes,401,2,Vacation,Single Room,2,2,5,1,2,2.4
Varun,64,Male,No,308,2,Education,Double Room,1,5,5,2,3,3.2
Vikas,54,Male,No,1001,1,Travel,Single Room,5,3,2,3,4,3.4
Leela,39,Female,Yes,104,1,Business,Single Room,2,2,4,1,5,2.8
Aditi,34,Female,No,505,2,Vacation,Double Room,4,2,2,5,3,3.2
Pankaj,28,Male,No,203,1,Business,Single Room,1,4,5,5,2,3.4
Dinesh,43,Male,No,104,1,Business,Single Room,4,1,5,1,4,3
Harish,53,Male,Yes,209,3,Education,Suite,1,5,2,1,2,2.2
Sameer,22,Male,Yes,103,1,Vacation,Single Room,2,3,5,1,3,2.8
Anjali,41,Female,Yes,605,3,Travel,Double Room,1,2,3,5,2,2.6
Dinesh,19,Male,Yes,107,3,Business,Double Room,2,2,4,1,1,2
Vihaan,64,Male,No,406,2,Travel,Double Room,5,4,4,1,2,3.2
Yash,38,Male,Yes,608,3,Travel,Suite,2,4,5,4,1,3.2
Kabir,18,Male,No,608,3,Business,Suite,3,4,3,5,4,3.8
Sharad,56,Male,No,703,1,Travel,Single Room,2,5,4,5,5,4.2
Akash,49,Male,No,1001,1,Vacation,Single Room,5,5,1,5,4,4
Rohan,37,Male,No,1010,3,Vacation,Suite,4,1,2,5,1,2.6
Raghav,43,Male,No,206,2,Education,Double Room,5,3,3,4,2,3.4
Pradeep,36,Male,No,705,2,Travel,Double Room,2,4,4,5,4,3.8
Sarika,39,Female,No,607,3,Travel,Suite,3,2,3,4,4,3.2
Pankaj,35,Male,No,903,2,Travel,Double Room,3,2,5,3,3,3.2
Aishwarya,23,Female,No,404,1,Education,Single Room,2,1,4,5,4,3.2
Ananya,61,Female,No,1004,2,Vacation,Double Room,4,2,5,1,1,2.6
Parvati,22,Female,No,607,3,Travel,Suite,4,4,1,5,2,3.2
Vivek,24,Male,Yes,303,2,Vacation,Single Room,5,1,1,1,3,2.2
Karthik,44,Male,Yes,408,3,Vacation,Suite,2,2,2,3,5,2.8
Rohan,19,Male,Yes,705,2,Vacation,Double Room,3,4,2,3,3,3
Rashmi,53,Female,No,504,1,Business,Single Room,2,1,4,4,2,2.6
Dinesh,66,Male,Yes,104,1,Travel,Single Room,5,5,1,3,5,3.8
Sameer,33,Male,No,102,1,Business,Single Room,2,5,3,4,5,3.8
Sarika,55,Female,Yes,408,3,Education,Suite,1,4,1,3,2,2.2
Yash,37,Male,No,607,3,Travel,Suite,4,1,2,2,3,2.4
Rana,26,Male,No,701,1,Business,Single Room,1,2,4,5,2,2.8
Akhil,70,Male,No,705,2,Education,Double Room,4,2,3,2,4,3
Karthik,22,Male,No,707,3,Business,Suite,4,5,2,5,2,3.6
Sarika,49,Female,No,408,3,Vacation,Suite,5,2,3,2,3,3
Anushka,48,Female,No,1005,3,Education,Suite,4,1,3,5,4,3.4
Diya,52,Female,No,403,1,Travel,Single Room,3,4,4,3,3,3.4
Sarika,26,Female,No,707,3,Education,Suite,3,2,2,5,2,2.8
Bhavna,61,Female,No,803,2,Vacation,Double Room,5,2,2,5,3,3.4
Sameer,37,Male,Yes,106,3,Travel,Double Room,1,1,5,1,4,2.4
Sai,40,Male,Yes,405,3,Business,Double Room,2,2,2,2,2,2
Akash,32,Male,No,706,2,Business,Double Room,5,3,4,5,4,4.2
Ramu,41,Male,Yes,1009,4,Travel,Suite,5,4,5,3,3,4
Pradeep,38,Male,Yes,207,3,Education,Double Room,4,4,5,5,3,4.2
Keshav,22,Male,Yes,608,3,Business,Suite,4,2,2,1,5,2.8
Raghav,50,Male,Yes,607,3,Vacation,Suite,4,4,5,5,3,4.2
Aishwarya,42,Female,Yes,903,2,Education,Double Room,2,5,3,3,1,2.8
Naina,59,Female,Yes,703,1,Vacation,Single Room,3,2,4,4,5,3.6
Suman,53,Female,Yes,905,3,Vacation,Suite,3,1,1,3,3,2.2
Harsha,38,Female,No,608,3,Vacation,Suite,5,2,4,4,2,3.4
Harsha,52,Female,Yes,906,4,Vacation,Suite,1,3,3,2,1,2
Harsha,19,Female,No,110,2,Business,Double Room,5,1,1,1,4,2.4
Kapil,34,Male,Yes,707,4,Travel,Suite,1,4,5,1,1,2.4
Naina,44,Female,No,605,2,Education,Double Room,2,5,3,5,4,3.8
Vivaan,25,Male,Yes,210,3,Vacation,Suite,3,2,2,4,2,2.6
Yash,24,Male,No,502,1,Education,Single Room,3,2,1,5,5,3.2
Vijay,33,Male,Yes,705,3,Business,Double Room,5,3,4,3,3,3.6
Ritika,22,Female,Yes,407,4,Education,Suite,4,3,1,2,4,2.8
Rohan,42,Male,Yes,901,1,Education,Single Room,3,5,3,4,1,3.2
Mahesh,53,Female,No,506,2,Education,Double Room,3,2,2,3,4,2.8
Tarun,40,Male,Yes,107,2,Travel,Double Room,1,4,5,5,2,3.4
Ramu,40,Male,No,706,2,Travel,Double Room,2,1,2,5,4,2.8
Priya,49,Female,No,408,3,Education,Suite,4,5,4,1,3,3.4
Anjali,63,Female,No,110,2,Education,Double Room,3,4,2,2,1,2.4
Rana,34,Male,No,1007,3,Education,Suite,1,5,1,1,5,2.6
Sunita,42,Female,Yes,803,3,Education,Double Room,2,3,2,3,5,3
Ramu,48,Male,Yes,806,4,Business,Suite,2,5,3,1,2,2.6
Rahul,32,Male,Yes,1006,4,Business,Suite,5,3,5,1,2,3.2
Nikhil,53,Male,No,305,1,Vacation,Single Room,4,3,3,3,2,3
Aditi,39,Female,No,103,1,Business,Single Room,5,2,3,5,4,3.8
Riya,69,Female,No,1001,1,Business,Single Room,2,4,2,4,2,2.8
Rajesh,28,Male,No,110,2,Travel,Double Room,2,1,2,2,2,1.8
Meera,60,Female,Yes,806,3,Travel,Suite,2,1,1,1,2,1.4
Sanjay,50,Male,Yes,806,3,Education,Suite,3,3,1,4,4,3
Swati,69,Female,No,802,1,Business,Single Room,4,1,1,3,1,2
Deepika,39,Female,No,1002,1,Vacation,Single Room,5,2,5,5,1,3.6
Rana,58,Male,No,904,2,Business,Double Room,3,4,1,3,3,2.8
Puja,31,Female,No,1001,1,Education,Single Room,2,3,1,1,2,1.8
Nandini,66,Female,No,806,3,Vacation,Suite,4,3,3,5,1,3.2
Arjun,70,Male,No,904,2,Business,Double Room,4,3,3,4,4,3.6
Aditi,68,Female,Yes,605,3,Vacation,Double Room,4,3,5,2,1,3
Aditi,41,Female,Yes,307,2,Business,Double Room,5,4,3,4,1,3.4
Indira,64,Female,Yes,806,3,Travel,Suite,2,5,5,4,4,4
Indira,25,Female,Yes,505,3,Business,Double Room,2,4,2,3,3,2.8
Meera,26,Female,Yes,207,2,Travel,Double Room,1,1,2,3,2,1.8
Mehul,31,Male,Yes,1010,3,Vacation,Suite,5,3,4,5,1,3.6
Sunita,60,Female,No,208,2,Business,Double Room,5,5,5,5,4,4.8
Sanjay,52,Male,No,803,2,Vacation,Double Room,1,3,2,5,3,2.8
Arnav,41,Male,Yes,803,2,Travel,Double Room,4,2,1,4,3,2.8
Puja,48,Female,No,601,1,Travel,Single Room,5,1,2,3,4,3
Leela,31,Female,No,203,1,Education,Single Room,1,1,4,2,2,2
Harshit,67,Male,No,706,2,Business,Double Room,5,4,2,3,3,3.4
Rachit,18,Male,No,608,3,Business,Suite,5,4,5,4,5,4.6
Karthik,52,Male,Yes,1005,4,Travel,Suite,3,5,5,3,1,3.4
Lakshmi,63,Female,Yes,906,3,Business,Suite,3,3,2,2,4,2.8
Vivaan,64,Male,No,204,1,Education,Single Room,5,5,1,4,5,4
Pradeep,40,Male,Yes,905,3,Vacation,Suite,1,5,4,3,5,3.6
Siddharth,47,Male,Yes,708,4,Vacation,Suite,5,4,5,5,5,4.8
Rashmi,23,Female,Yes,1010,3,Education,Suite,2,2,5,2,5,3.2
Shivani,22,Female,No,406,2,Vacation,Double Room,5,1,1,1,1,1.8
Meera,30,Female,No,208,2,Business,Double Room,4,3,2,3,2,2.8
Mahesh,58,Female,Yes,209,4,Education,Suite,3,4,1,4,3,3
Tanya,67,Female,Yes,408,3,Business,Suite,4,3,2,4,4,3.4
Arjun,63,Male,No,605,2,Education,Double Room,1,5,1,2,2,2.2
Suman,22,Female,Yes,303,2,Travel,Single Room,4,4,3,4,5,4
Pradeep,67,Male,Yes,305,2,Vacation,Single Room,1,4,1,5,4,3
Geeta,24,Female,Yes,604,1,Vacation,Single Room,2,4,2,4,3,3
Bharat,18,Male,No,904,2,Vacation,Double Room,3,3,4,5,3,3.6
Aditi,43,Female,No,704,1,Education,Single Room,4,3,3,4,3,3.4
Anil,23,Male,Yes,407,3,Business,Suite,1,5,3,4,4,3.4
Shreya,67,Male,No,310,3,Education,Suite,5,3,4,1,3,3.2
Anjali,25,Female,No,310,3,Vacation,Suite,2,3,5,4,1,3
Raj,61,Male,Yes,806,3,Business,Suite,5,2,4,2,5,3.6
Akash,58,Male,Yes,307,3,Travel,Double Room,5,2,2,4,4,3.4
Rashmi,38,Female,No,110,2,Travel,Double Room,2,5,4,5,5,4.2
Rajesh,39,Male,Yes,302,1,Vacation,Single Room,5,1,3,4,1,2.8
Aditya,40,Male,No,302,1,Travel,Single Room,3,2,3,4,4,3.2
Yash,59,Male,No,906,3,Vacation,Suite,1,4,3,4,2,2.8
Keshav,63,Male,No,706,2,Vacation,Double Room,3,3,4,1,4,3
Gaurav,38,Female,No,506,2,Education,Double Room,3,5,1,4,2,3
Dinesh,32,Male,No,1006,3,Travel,Suite,4,4,2,1,5,3.2
Ramu,53,Female,Yes,309,3,Education,Suite,1,3,3,1,5,2.6
Meera,49,Female,Yes,309,4,Education,Suite,5,4,4,2,2,3.4
Sai,40,Male,Yes,205,1,Vacation,Single Room,1,5,3,1,5,3
Seema,60,Female,Yes,202,1,Education,Single Room,3,1,1,2,5,2.4
Lakshmi,35,Female,Yes,803,2,Travel,Double Room,1,5,4,2,3,3
Lalit,24,Male,No,506,2,Business,Double Room,5,1,4,3,5,3.6
Pankaj,24,Male,Yes,104,2,Vacation,Single Room,2,4,2,4,3,3
Vivaan,31,Male,No,305,1,Vacation,Single Room,1,4,1,5,1,2.4
Sai,41,Male,Yes,803,3,Travel,Double Room,2,4,3,2,4,3
Mahesh,57,Female,Yes,106,2,Travel,Double Room,1,3,5,2,5,3.2
Ananya,24,Female,Yes,803,3,Business,Double Room,5,5,5,3,1,3.8
Harshit,22,Male,Yes,405,3,Vacation,Double Room,4,1,1,1,3,2
Naveen,37,Male,Yes,504,1,Travel,Single Room,4,4,4,2,1,3
Anjali,42,Female,No,406,2,Business,Double Room,3,4,1,5,3,3.2
Vihaan,31,Male,No,1010,3,Travel,Suite,1,4,5,5,2,3.4
Shreya,35,Female,No,310,3,Vacation,Suite,1,1,1,4,3,2
Rana,35,Male,Yes,704,2,Travel,Single Room,1,4,3,3,3,2.8
Deepak,20,Male,Yes,108,3,Travel,Double Room,1,3,2,5,1,2.4
Akhil,18,Male,No,108,2,Business,Double Room,5,3,3,1,1,2.6
Aryan,39,Male,Yes,209,4,Business,Suite,3,1,3,2,1,2
Dinesh,58,Male,Yes,201,2,Vacation,Single Room,1,2,2,2,3,2
Leela,30,Female,Yes,1009,3,Business,Suite,3,2,3,3,4,3
Priya,43,Female,Yes,403,1,Vacation,Single Room,2,5,4,2,4,3.4
Sunita,20,Female,No,209,3,Education,Suite,1,3,1,3,3,2.2
Manish,43,Male,Yes,202,2,Travel,Single Room,3,1,2,3,2,2.2
Raghav,21,Male,No,705,2,Education,Double Room,3,3,5,4,4,3.8
Pooja,21,Female,Yes,302,1,Travel,Single Room,2,1,1,1,5,2
Priya,64,Female,No,408,3,Vacation,Suite,2,5,1,2,4,2.8
Mehul,38,Male,No,308,2,Vacation,Double Room,1,2,5,5,5,3.6
Sonia,30,Female,Yes,803,3,Business,Double Room,5,4,3,2,3,3.4
Suman,31,Female,No,206,2,Travel,Double Room,4,4,2,4,5,3.8
Aarav,51,Male,Yes,707,3,Business,Suite,5,2,4,1,3,3
Naveen,63,Male,Yes,210,4,Travel,Suite,4,1,5,3,1,2.8
Parvati,52,Female,No,203,1,Business,Single Room,5,4,1,1,5,3.2
Lalit,53,Male,No,508,3,Vacation,Suite,5,5,1,4,3,3.6
Indira,47,Female,Yes,706,2,Education,Double Room,3,3,5,2,3,3.2
Kavita,47,Female,Yes,706,2,Travel,Double Room,3,4,1,3,4,3
Ramu,51,Male,No,604,1,Travel,Single Room,5,4,3,5,5,4.4
Palak,34,Female,No,107,2,Vacation,Double Room,4,5,3,1,3,3.2
Neha,45,Female,No,705,2,Travel,Double Room,4,1,2,5,2,2.8
Isha,29,Female,Yes,802,1,Travel,Single Room,1,1,4,4,3,2.6
Rana,30,Male,No,507,3,Vacation,Suite,2,3,3,4,1,2.6
Rohit,31,Female,Yes,505,3,Education,Double Room,3,5,4,3,1,3.2
Dinesh,50,Male,No,902,1,Travel,Single Room,3,1,5,2,4,3
Manish,20,Male,Yes,203,2,Business,Single Room,3,3,3,4,5,3.6
Sunita,53,Female,Yes,106,3,Travel,Double Room,1,2,3,2,2,2
Meera,39,Female,No,401,1,Business,Single Room,4,2,4,1,4,3
Anil,61,Male,Yes,608,3,Education,Suite,4,5,5,1,5,4
Aryan,48,Male,No,207,2,Vacation,Double Room,5,1,5,3,2,3.2
Anushka,24,Female,Yes,105,2,Education,Single Room,4,1,3,1,3,2.4
Lalit,41,Male,Yes,805,4,Vacation,Suite,3,5,3,2,1,2.8
Nisha,26,Female,No,705,2,Vacation,Double Room,5,5,5,3,1,3.8
Sarika,43,Female,Yes,1009,3,Travel,Suite,4,1,4,3,5,3.4
Sarika,35,Female,No,208,2,Education,Double Room,5,1,2,4,1,2.6
Isha,23,Female,Yes,606,2,Travel,Double Room,4,5,5,4,2,4
Pooja,41,Female,No,203,1,Vacation,Single Room,4,1,1,3,3,2.4
Akash,34,Male,No,801,1,Travel,Single Room,1,4,5,5,3,3.6
Bhavna,27,Female,Yes,204,1,Business,Single Room,1,5,4,2,5,3.4
Pankaj,65,Male,Yes,408,3,Business,Suite,5,3,4,2,4,3.6
Vijay,60,Male,Yes,708,4,Education,Suite,2,2,1,4,2,2.2
Manish,19,Male,Yes,706,3,Business,Double Room,5,1,4,3,2,3
Sunita,39,Female,Yes,803,3,Education,Double Room,2,4,1,1,2,2
Vikas,69,Male,No,1003,2,Education,Double Room,1,2,4,2,2,2.2
Sharad,60,Male,Yes,208,3,Travel,Double Room,1,4,3,3,5,3.2
Puja,25,Female,Yes,507,4,Vacation,Suite,5,4,2,5,1,3.4
Ramu,70,Male,Yes,407,4,Education,Suite,3,5,3,3,1,3
Parvati,52,Female,Yes,310,4,Vacation,Suite,3,2,3,5,4,3.4
Keshav,52,Male,Yes,207,2,Education,Double Room,4,3,1,1,2,2.2
Dinesh,25,Male,No,706,2,Vacation,Double Room,1,2,4,4,4,3
Raghav,68,Male,No,106,2,Education,Double Room,4,1,5,2,1,2.6
Swati,21,Female,Yes,201,1,Vacation,Single Room,1,1,4,5,1,2.4
Nikhil,31,Male,No,210,3,Travel,Suite,5,1,3,2,4,3
Ravi,61,Male,Yes,608,3,Business,Suite,5,1,5,2,2,3
Lakshmi,64,Female,No,601,1,Business,Single Room,1,4,4,5,2,3.2
Leela,18,Female,No,206,2,Vacation,Double Room,5,2,2,5,2,3.2
Sneha,45,Female,No,607,3,Vacation,Suite,4,2,4,3,2,3
Aditya,31,Male,No,306,2,Education,Double Room,1,1,3,2,2,1.8
Rohan,64,Male,No,1001,1,Travel,Single Room,4,3,1,4,3,3
Kavita,30,Female,Yes,806,3,Education,Suite,4,2,1,2,5,2.8
Bharat,23,Male,Yes,301,1,Business,Single Room,4,2,2,4,4,3.2
Rashmi,63,Female,No,101,1,Business,Single Room,3,5,3,2,5,3.6
Amit,38,Male,No,1010,3,Travel,Suite,5,3,1,4,1,2.8
Preeti,50,Female,Yes,203,1,Vacation,Single Room,3,1,3,5,3,3
Raghav,53,Male,No,408,3,Business,Suite,2,5,5,2,3,3.4
Raj,31,Male,Yes,607,3,Education,Suite,1,5,5,5,2,3.6
Seema,32,Female,No,208,2,Vacation,Double Room,2,3,3,2,5,3
Nandini,57,Female,Yes,906,4,Vacation,Suite,4,5,2,4,4,3.8
Rohan,32,Male,No,309,3,Education,Suite,1,1,1,4,1,1.6
Sonia,20,Female,No,504,1,Business,Single Room,1,2,2,5,5,3
Sunita,65,Female,Yes,209,4,Travel,Suite,5,5,4,1,1,3.2
Vijay,20,Male,Yes,207,3,Education,Double Room,3,5,1,4,4,3.4
Rachit,34,Male,Yes,703,1,Travel,Single Room,3,5,1,1,1,2.2
Smita,55,Female,No,106,2,Education,Double Room,3,3,4,1,3,2.8
Aditya,66,Male,Yes,503,1,Business,Single Room,5,3,4,5,3,4
Anjali,32,Female,No,101,1,Vacation,Single Room,2,3,4,4,2,3
Rashmi,29,Female,No,802,1,Education,Single Room,5,3,5,5,4,4.4
Vikas,40,Male,No,1007,3,Business,Suite,2,1,4,1,4,2.4
Nandini,68,Female,No,1007,3,Travel,Suite,4,1,3,3,1,2.4
Deepika,29,Female,Yes,805,3,Education,Suite,2,5,1,5,1,2.8
Vihaan,68,Male,Yes,1006,3,Education,Suite,5,2,1,3,5,3.2
Kavita,24,Female,Yes,105,1,Vacation,Single Room,3,5,2,1,5,3.2
Suman,18,Female,No,1008,3,Vacation,Suite,2,5,4,2,2,3
Ramu,47,Male,No,310,3,Vacation,Suite,3,4,2,2,5,3.2
Shivani,59,Female,No,310,3,Education,Suite,2,1,2,1,5,2.2
Harish,53,Male,Yes,307,3,Education,Double Room,2,2,3,3,2,2.4
Priya,26,Female,Yes,406,3,Business,Double Room,2,4,4,1,3,2.8
Rohit,22,Female,No,307,2,Travel,Double Room,1,1,3,4,5,2.8
Yash,24,Male,Yes,107,2,Travel,Double Room,1,5,5,3,3,3.4
Sai,32,Male,Yes,805,4,Education,Suite,1,5,4,1,3,2.8
Krishna,52,Male,Yes,1002,2,Travel,Single Room,2,4,5,3,2,3.2
Dinesh,62,Male,Yes,208,3,Vacation,Double Room,5,3,4,3,5,4
Tanvi,60,Female,Yes,204,2,Travel,Single Room,4,4,3,2,2,3
Suman,38,Female,Yes,305,1,Travel,Single Room,2,2,1,2,5,2.4
Krishna,36,Male,No,402,1,Travel,Single Room,5,5,3,4,3,4
Naina,23,Female,Yes,302,1,Vacation,Single Room,5,2,1,2,2,2.4
Preeti,59,Female,Yes,502,1,Business,Single Room,2,1,3,4,2,2.4
Ananya,36,Female,Yes,207,2,Vacation,Double Room,2,5,4,2,3,3.2
Aditya,63,Male,Yes,706,3,Education,Double Room,4,2,2,1,3,2.4
Sunita,20,Female,Yes,106,2,Education,Double Room,4,4,3,4,1,3.2
Puja,19,Female,Yes,901,1,Business,Single Room,2,5,5,1,2,3
Meera,41,Female,Yes,604,2,Travel,Single Room,3,5,5,2,5,4
Rajesh,22,Male,Yes,210,4,Vacation,Suite,3,5,5,4,3,4
Sameer,70,Male,No,1002,1,Travel,Single Room,1,3,4,1,3,2.4
